調査年,食品カテゴリ,食品名,食品詳細,検査方法,細菌名,汚染濃度,単位,実施機関,調査名,source URL,閲覧日,備考
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2006–2008,豚肉,生ハム,-,定量検査,Listeria monocytogenes,Not detected,CFU/g,国立医薬品食品衛生研究所,The Occurrence of Listeria monocytogenes in Imported Ready-to-Eat Foods in Japan,https://doi.org/10.1292/jvms.11-0262,,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,15,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,24,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,>110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,豚肉,ミンチ肉(豚),,MPN,Staphylococcus aureus,>110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,15,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,46,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,>110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,牛肉,ミンチ肉(牛),,MPN,Staphylococcus aureus,>110,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,0.3~0.92,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
2005,鶏肉,ミンチ肉(鶏),,MPN,Staphylococcus aureus,1.1~9.5,MPN/g,神戸大学,市販ミンチ肉における黄色ブドウ球菌汚染調査と分離株の性状,https://www.jstage.jst.go.jp/article/jsfm1994/23/4/23_4_217/_pdf/-char/ja,2025/9/16,
